,id,name,출판일,분류,작가,순위,평점,한줄평,댓글등록자,댓글등록일
0,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점5점,잘 읽겠습니다,l****2,2021-04-25
1,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점4점,내용이 알찹니다~^^,m*****j,2021-04-25
2,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점4점,부동산 시장이 들썩이고..,k******2,2021-04-23
3,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점4점,기본적이면서도 중요한 내용 잘 다뤄준 책..,d******2,2021-04-06
4,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점5점,부동산 투자시 꼭 알아야 할 부분을 쉽게 풀어낸 책!,b*****2,2021-04-02
5,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점5점,숙주나물님의 노하우를 풀어주셔서 감사합니다^^,w*******7,2021-04-01
6,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점4점,기대됩니다,제*,2021-03-26
7,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점5점,부동산투자를 할 때 어떤부분을 봐야 하는지 짚어주는 책,l*****5,2021-03-25
8,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점5점,"부자 삼촌이 일러주듯 입주권, 분양권, 청약, 비트코인 까지 조목조목 알려주시네요.",a*****e,2021-03-23
9,97829761,부동산 투자 필승 공식,2021년 03월 25일,"['국내도서', '경제 경영', '투자/재테크', '부동산/경매', '국내도서', '경제 경영', '투자/재테크', '재테크일반']","
김도형(숙주나물) 저
        ",961,평점5점,부동산 투자에서 이기는 필승 공식을 알려준 책,쉐*럭,2021-03-19
