,id,name,출판일,분류,작가,순위,평점,한줄평,댓글등록자,댓글등록일
0,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,인문고전독후감 책으로 구입했어요. 워낙 유명한 책이에요.,예**뽜,2021-04-05
1,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,교과서 수록도서이고 너무 좋아요,y********3,2021-03-17
2,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,아이가 읽어보고 싶어하던 책이라 좋아하네요.,동*이,2021-03-16
3,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,좋은 책입니다,g********n,2020-11-03
4,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,재밌네요,y*****8,2020-10-24
5,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,좋아요,아*,2020-09-21
6,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,좋아요,아*,2020-09-21
7,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점3점,잘읽었어요.,으*,2020-08-11
8,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,감사합니다.,s********5,2020-08-05
9,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,보물같은 귀한책입니다,j***0,2020-07-19
10,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,표지부터 예뻐요. 너무 잘 읽었습니다.,f*********1,2020-07-07
11,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,"아이들이 꼭 한번 읽어야할,
어른은 다시한번 읽어야할...그런책",f*********1,2020-06-29
12,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점4점,"아이들에게 꿈과 용기와 희망을 줄 수 있을 동화,,,",자*자,2020-06-21
13,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,아이는 재미없어서 못읽는데 엄마인 저는 너무 감동적이고 좋았어요..영화라도 보여줘야겠어요,j******a,2020-05-28
14,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,추천합니다,h********h,2020-05-26
15,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,삶에 대해 다시한 번 생각해보게 하는 책이에요.,m***r,2020-05-19
16,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,최고,토*,2020-04-25
17,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,재미있어요,p********5,2020-03-19
18,276635,마당을 나온 암탉,2002년 04월 15일,"['국내도서', '어린이', '5-6학년', '5-6학년 그림/동화책', '5-6학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '어린이', '어린이 문학', '동화책', '국내도서', '어린이', '교과서 수록도서', '#탑골공원책벌레', '#영화드라마원작', '#초등교과서수록도서', '#감동']","
황선미 저/김환영 그림
        ",881,평점5점,아이가 학교에서도 접했고 영화로도 본적이 있어서 좋아합니다.,r******0,2020-02-05
