,id,name,출판일,분류,작가,순위,평점,한줄평,댓글등록자,댓글등록일
0,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,재밌스,w*****4,2021-04-29
1,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,사요나라,0***a,2021-04-28
2,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,마지막권,g******l,2021-04-28
3,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,굿,d*****5,2021-04-28
4,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점4점,책하고 작화는 너무 이쁜데...사은품이 안왔습니다..,박*온,2021-04-27
5,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,재미있었어여 근데 왜 전 스티커 없어요?!?,d***********2,2021-04-27
6,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,드디어 마지막이군요 생각보다 너무 급하게 마무리 짓는거 같아 살짝 아쉬운,야*씨,2021-04-27
7,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,최고의 만화책 진짜 너무 최고 였어요 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,우*,2021-04-27
8,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,만화책 보고 운거 처음이넹 ㅜㅜ,레**진,2021-04-26
9,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,재밌게 잘 봤습니다.,g*******7,2021-04-26
10,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,완결편 기대됩니다,시**로,2021-04-26
11,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,완결이네요.. 아쉬워요..,i******i,2021-04-26
12,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,완결이다,a******e,2021-04-26
13,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,완결 잘 볼께요~^^,k*********1,2021-04-26
14,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,재미있어요,w*******u,2021-04-25
15,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,산뜻하게 엔딩이 나서 좋았어요.,h*****2,2021-04-25
16,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,완결 좋은 내용이었습니다,행*,2021-04-25
17,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,잘보았습니다,k*******1,2021-04-25
18,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점4점,언제나 재미있습니다,멋**껌,2021-04-24
19,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,끝났네요. 정말 아쉬워요.,j****e,2021-04-24
20,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점3점,이미 결말은알고 있었서  마지막권  않살려했는데 22까지 다가지고 있어서 그냥 구매했음,r*******s,2021-04-24
21,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,좋아요,k*****9,2021-04-24
22,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,재미있습니다.,s****m,2021-04-23
23,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,굿,티*****야,2021-04-23
24,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점5점,그동안 재밌게 잘 봤습니다!,내****다,2021-04-22
25,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점4점,뭔가 아쉽다,유*,2021-04-22
26,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점4점,역시 마지막은 마지막^^ 그동안 잘 봤습니다.,책****피,2021-04-22
27,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점3점,한정판 굿즈..도 주는줄 알았네 이건 한정판이 아니라고해야죠 그런거없는 그냥 단행본입니다,s********e,2021-04-22
28,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점1점,이게 국내도서임?,j****1,2021-04-22
29,99300613,귀멸의 칼날 23 ,2021년 04월 23일,"['국내도서', '만화/라이트노벨', '판타지', '#이만화가대단하다', '#소년만화', '#명작만화']",고토게 코요하루,1,평점3점,작가의 역량대로 평범하게 끝냈어야 할 마지막화. 뭘 하려 하다가 망친 케이스,m*****2,2021-04-22
30,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,너무좋아요너무좋아요,j***y,2021-04-29
31,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,미소지으며 읽어내려갈 수 있느 기분좋은 소설이었습니다.,d********a,2021-04-29
32,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점4점,재밌어요,a******1,2021-04-28
33,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,잘받았습니다 좋아요,g********m,2021-04-28
34,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점4점,잠자기 전에 가볍게 읽기 좋아요! 재미있어요!,f*******1,2021-04-27
35,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,몽글몽글 포근한 소설!너무 재밌게 봤어요^^,g****0,2021-04-26
36,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점4점,잠든 시간을 들여다본 기발한 이야기,d*****0,2021-04-26
37,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점4점,잠자기 전에 읽으면 기분좋게 잠들수 있어요,l****p,2021-04-25
38,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점3점,나도 골라서 꿈꾸고 싶다 라는 마음으로 보지만 끝이 너무 애매하게 끝난다,소*,2021-04-25
39,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점3점,엄청 재밌는 건 아니지만 킬링타임용으로 추천,책***********.,2021-04-24
40,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점4점,우리가 마주한 현실과 꿈이라는 소재가 만나니 재미있네요...,h********e,2021-04-23
41,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,굿,J**H,2021-04-22
42,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,책이 도착하자마자 하루만에 읽었다. 적극 추천!!,서*은,2021-04-22
43,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,재밌어요ㅡㅡ,아*,2021-04-22
44,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,재밌어요,p*****7,2021-04-21
45,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,좋습니다 너무 좋아요,제*,2021-04-20
46,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,좋아요!,t*******k,2021-04-20
47,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,재밌어요,d*****8,2021-04-19
48,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,재미있게 잘 봤어요. 어른도 학생도 재미있게 볼 수 있는 책이에요.,짜**!,2021-04-18
49,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,책 재미있어요,쟈*민,2021-04-18
50,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,기대하던 책입니다.,d***n,2021-04-18
51,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,재밌게 잘 봤어요,오*가,2021-04-17
52,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점4점,잘 봤네요,s******7,2021-04-17
53,91065309,달러구트 꿈 백화점,2020년 07월 08일,"['국내도서', '소설/시/희곡', '장르소설', '판타지', '국내도서', '소설/시/희곡', '한국소설', '한국 장편소설', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 후보도서', '국내도서', 'YES24 올해의 책', '2020년 올해의 책 선정도서', '#다시보는2020', '#올해의책', '#감동', '#힐링판타지']",이미예,2,평점5점,재미있고 흥미롭게 읽었어요,j*****o,2021-04-15
