,id,name,출판일,분류,작가,순위,평점,한줄평,댓글등록자,댓글등록일
0,6111350,토요일의 심리클럽,2011년 12월 20일,"['국내도서', '청소년', '청소년 인문/사회/경제', '국내도서', '행복한아침독서 추천', '2012년', '청소년(중3~고1) 추천도서', '국내도서', '문화체육관광부 우수도서', '2012년 우수 교양도서']","
김서윤 저 / 김다명 그림
        ",801,평점5점,아이도저도잘봤어요,k*****e,2020-02-18
1,6111350,토요일의 심리클럽,2011년 12월 20일,"['국내도서', '청소년', '청소년 인문/사회/경제', '국내도서', '행복한아침독서 추천', '2012년', '청소년(중3~고1) 추천도서', '국내도서', '문화체육관광부 우수도서', '2012년 우수 교양도서']","
김서윤 저 / 김다명 그림
        ",801,평점5점,아이와잼나게봤어요,k*****e,2020-02-18
2,6111350,토요일의 심리클럽,2011년 12월 20일,"['국내도서', '청소년', '청소년 인문/사회/경제', '국내도서', '행복한아침독서 추천', '2012년', '청소년(중3~고1) 추천도서', '국내도서', '문화체육관광부 우수도서', '2012년 우수 교양도서']","
김서윤 저 / 김다명 그림
        ",801,평점5점,흥미로운,o****a,2020-01-05
3,6111350,토요일의 심리클럽,2011년 12월 20일,"['국내도서', '청소년', '청소년 인문/사회/경제', '국내도서', '행복한아침독서 추천', '2012년', '청소년(중3~고1) 추천도서', '국내도서', '문화체육관광부 우수도서', '2012년 우수 교양도서']","
김서윤 저 / 김다명 그림
        ",801,평점4점,그냥~~,날*라,2019-08-04
4,6111350,토요일의 심리클럽,2011년 12월 20일,"['국내도서', '청소년', '청소년 인문/사회/경제', '국내도서', '행복한아침독서 추천', '2012년', '청소년(중3~고1) 추천도서', '국내도서', '문화체육관광부 우수도서', '2012년 우수 교양도서']","
김서윤 저 / 김다명 그림
        ",801,평점5점,"학원 교재로 구입했어요
심리~~
궁금합니다",찬*맘,2019-07-28
5,64372090,마틸다,2018년 09월 05일,"['국내도서', '어린이', '1-2학년', '1-2학년 그림/동화책', '1-2학년 창작동화', '국내도서', '어린이', '3-4학년', '3-4학년 그림/동화책', '3-4학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '미디어 추천', '한겨레', '#연극뮤지컬원작', '#탑골공원책벌레', '#초등고전', '#영화드라마원작', '#페미니즘']","
로알드 달 저/퀸틴 블레이크 그림/김난령 역
        ",802,평점4점,아이 필독도서로 구매했어요 내용이 재미있는지 잘 읽습니다.,y*****6,2021-03-29
6,64372090,마틸다,2018년 09월 05일,"['국내도서', '어린이', '1-2학년', '1-2학년 그림/동화책', '1-2학년 창작동화', '국내도서', '어린이', '3-4학년', '3-4학년 그림/동화책', '3-4학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '미디어 추천', '한겨레', '#연극뮤지컬원작', '#탑골공원책벌레', '#초등고전', '#영화드라마원작', '#페미니즘']","
로알드 달 저/퀸틴 블레이크 그림/김난령 역
        ",802,평점5점,아이들이 정말 재미있게 읽는 명작이에요 .,d******4,2021-02-27
7,64372090,마틸다,2018년 09월 05일,"['국내도서', '어린이', '1-2학년', '1-2학년 그림/동화책', '1-2학년 창작동화', '국내도서', '어린이', '3-4학년', '3-4학년 그림/동화책', '3-4학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '미디어 추천', '한겨레', '#연극뮤지컬원작', '#탑골공원책벌레', '#초등고전', '#영화드라마원작', '#페미니즘']","
로알드 달 저/퀸틴 블레이크 그림/김난령 역
        ",802,평점5점,아이가 정말 재미있어해요,a*******9,2021-01-31
8,64372090,마틸다,2018년 09월 05일,"['국내도서', '어린이', '1-2학년', '1-2학년 그림/동화책', '1-2학년 창작동화', '국내도서', '어린이', '3-4학년', '3-4학년 그림/동화책', '3-4학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '미디어 추천', '한겨레', '#연극뮤지컬원작', '#탑골공원책벌레', '#초등고전', '#영화드라마원작', '#페미니즘']","
로알드 달 저/퀸틴 블레이크 그림/김난령 역
        ",802,평점5점,애들이 좋아해요,s*******1,2021-01-10
9,64372090,마틸다,2018년 09월 05일,"['국내도서', '어린이', '1-2학년', '1-2학년 그림/동화책', '1-2학년 창작동화', '국내도서', '어린이', '3-4학년', '3-4학년 그림/동화책', '3-4학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '미디어 추천', '한겨레', '#연극뮤지컬원작', '#탑골공원책벌레', '#초등고전', '#영화드라마원작', '#페미니즘']","
로알드 달 저/퀸틴 블레이크 그림/김난령 역
        ",802,평점5점,마틸다.. 아이가 너무 좋아하네요.,w******4,2021-01-10
10,64372090,마틸다,2018년 09월 05일,"['국내도서', '어린이', '1-2학년', '1-2학년 그림/동화책', '1-2학년 창작동화', '국내도서', '어린이', '3-4학년', '3-4학년 그림/동화책', '3-4학년 창작동화', '국내도서', '어린이', '어린이 문학', '그림/동화책', '창작동화', '국내도서', '미디어 추천', '한겨레', '#연극뮤지컬원작', '#탑골공원책벌레', '#초등고전', '#영화드라마원작', '#페미니즘']","
로알드 달 저/퀸틴 블레이크 그림/김난령 역
        ",802,평점5점,"아이가 재밌게 읽네요 
잘 산 것 같아요 ♡",마*,2021-01-02
