,id,name,출판일,분류,작가,순위,평점,한줄평,댓글등록자,댓글등록일
0,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,늘 감탄을 자아내는 기욤 뮈소 작가의 신보라서 구매했습니다.,a*****0,2021-04-17
1,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점4점,읽는 만큼은 몰입도가 좋은 작가라 기대하며 구입했습니다.,w*****6,2021-04-12
2,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,재밌어요,p*****7,2021-04-08
3,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,아직 안읽어봣는데 좋아용,토*,2021-04-01
4,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점2점,유치한 스토리... 뻔한 전개... 답답한 주인공...,맨***끈,2021-03-27
5,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점3점,추리소설인줄 알았는데 이번 소설은 달라요 ..,c*********h,2021-03-21
6,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점4점,기욤뮈소의 책은 신간이 나오면 바로 사서 읽는 작가다. 이번 작품은 기존작품과 결이 다르다,s*****t,2021-03-09
7,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,너무 재미있어요.,찬*,2021-03-03
8,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,매년 기다리는 책,p******3,2021-03-02
9,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,참 좋은 기욤뮈소 책.. 전권 소장중입니다.,수***삶,2021-03-01
10,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,읽을수록 책에  빠져듭니다,l******9,2021-02-15
11,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,흥미롭습니다,연*대,2021-02-11
12,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,정말 좋아요,s*****1,2021-02-11
13,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점4점,잘 잀었습니다,s*****1,2021-02-07
14,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,"좋아하는 작가, 기욤 뮈소의 신간^^
소설 속의 소설인 셈~ 주목받는 작가 플로라 콘웨이",두**리,2021-02-06
15,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점4점,믿고 보는 기욤 뮈소의 책! 늘 비슷한 분위기와 방식이지만 여전히 재미있다.,a*****k,2021-02-04
16,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점3점,읽기 쉬운 책.아쉬운 책.,r******2,2021-02-01
17,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점4점,오랜만에 만난 기욤 뮈소! 어느 순간 빠져들어 술술 읽히게 된다 ^^,r*****1,2021-02-01
18,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,"언제나 기다리고 기대하게 되네요,",j*****1,2021-01-30
19,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,믿고 읽는 기욤 뮈소 소설,r******a,2021-01-25
20,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점4점,오랜만에 산뜻했어요,d**********a,2021-01-19
21,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점5점,재미있어요,z******a,2021-01-18
22,95327654,인생은 소설이다,2020년 11월 24일,"['국내도서', '소설/시/희곡', '프랑스소설', '국내도서', '미디어 추천', '한겨레', '#이야기속에또이야기', '#판타지/SF', '#작가의삶', '#삶을노래하다']","
기욤 뮈소 저/양영란 역
        ",1201,평점3점,생각했던 것보다는 평이했던 것 같습니다.,w*****k,2021-01-16
