,id,name,출판일,분류,작가,순위,평점,한줄평,댓글등록자,댓글등록일
0,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,좋아요,p********0,2021-04-25
1,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,초등엄마라면 누구나 한 번쯤은 읽어보시길 추천합니다!!,w*******4,2021-04-14
2,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,구매해서 후회하지 않을 책,e*****9,2021-04-06
3,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,공부가 최고라 주장하는 세상에서 유일하게 아이의 진짜 모습을 존중하고 키워주길 권하는 책,y******s,2021-04-06
4,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,이 책은 시중의 자녀 교육 노하우를 담은 책과는 차별화 되는 책입니다. 적극 추천합니다.,s*******g,2021-04-06
5,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,"이책은 가르쳐 주는 것이 아니라 읽고 있으면 ""아하"" 하고 감탄사가 나오는 지혜를 주는 책",천*,2021-04-05
6,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,아이와 엄마가 행복하려면 이 책을 먼저 보세요,꽃*이,2021-04-04
7,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,작가님 말씀처럼 아이를 있는 그대로 바라보겠습니다. 부모에게 위로와 힘이 되는 책입니다.,g***h,2021-04-01
8,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,가족간 물리적 거리는 가까워지고 정서적 거리는 멀어진 지금 꼭 필요한 책인것 같다.,c*****3,2021-03-31
9,98981422,초등 엄마 거리두기 법칙,2021년 04월 01일,"['국내도서', '가정 살림', '자녀교육', '학습법일반', '국내도서', '가정 살림', '자녀교육', '좋은부모되기', '국내도서', '가정 살림', '자녀교육', '자녀교육일반', '#기다려주세요', '#엄마가된다는것']","
엄명자 저
        ",402,평점5점,오늘도 아이랑 실랑이하며 멘탈털리는 엄마들이 꼭 읽어야 책인듯요. 좋아요,h******4,2021-03-31
